,Height
1509,67.78060168
170,68.48187536
325,68.59666269
1789,72.18599228
2442,68.96436673
289,65.19437712
2251,64.48539029
2225,70.22277824
1902,61.76450938
2601,64.82807152
1313,67.61221973
2431,66.38357602
893,66.37651933
450,69.67012402
33,69.1801611
166,66.26282004
3488,63.27589919
1765,68.50326101
3095,70.11909775
461,66.67678112
2998,65.73888272
2861,69.10198331
969,66.11122914
3436,67.17823441
2984,67.96293514
2770,69.3803027
1345,71.77574885
432,68.92104135
817,66.77003947
1070,66.72468017
3394,68.79342511
1551,67.36755359
2463,72.22673274
194,72.53935407
1510,67.98597514
964,73.7888849
1391,74.40648137
2732,70.59702452
1953,71.077766
3339,66.34988167
3192,66.48723135
1791,68.64032508
809,69.57143021
2802,72.25270472
3188,67.78879933
2283,71.84327864
691,71.46376469
3093,67.46777075
2885,74.26187679
2752,70.28116225
3148,72.87320321
2771,70.00198015
2223,65.70453903
2066,73.56704626
2181,72.0881801
2339,73.62167715
2031,70.57511154
2584,70.66233952
393,65.70471542
718,70.54927972
2498,68.72052925
1684,70.48162382
544,68.40372617
1502,75.46499263
2993,68.1110971
2318,76.80634364
2284,68.91629283
2533,69.14877531
1954,76.11667468
1468,66.85487891
80,67.57715394
3052,69.4264827
802,69.56915521
93,64.7319256
2408,68.46437409
1807,66.67560706
2548,72.44884667
3490,69.13988022
2883,65.62500563
1446,69.98995301
2971,75.15687858
1767,64.54897202
557,74.02575081
2092,62.41843392
1480,72.37867503
299,67.12034439
1783,70.87698711
2222,71.72961129
1116,71.92022184
1376,65.10205207
736,67.08678122
816,67.93338384
1352,69.3517876
257,63.64405958
2516,66.10603795
1545,63.18364112
2097,65.8281958
1891,68.79205081
2314,68.03509529
1292,66.22747932
238,74.10455886
907,68.89341765
3350,68.29577841
295,67.8521307
840,69.01606716
3309,64.70379212
174,66.06513673
1808,65.98696793
605,74.84149972
3378,63.52963424
2394,70.18876719
2309,71.25353511
2793,67.73714618
2555,68.27884184
102,66.27432912
315,68.76124693
239,69.1678363
2227,67.49701514
2166,73.98785452
712,70.21362908
2938,68.52204945
2704,68.53897839
2519,73.07565651
578,69.25161788
44,67.51032152
2815,67.07585192
439,63.59645542
1925,67.97335037
2093,66.22909563
1228,72.88109185
3271,68.3382369
2685,65.67839007
2259,72.60769741
58,71.21592367
1497,69.75003243
3392,70.97649076
3462,68.42937237
1042,72.86758744
1909,68.25704702
1110,71.75142255
932,72.12252553
309,67.70078811
1361,70.8786331
1061,70.26935973
2102,67.99021188
721,68.59340514
1356,63.94327605
1001,65.07111347
1427,70.30017896
3232,67.38315251
486,71.20919422
1041,70.47512584
188,65.75549864
1338,66.05396364
644,61.773522
2954,67.36349029
2462,68.25348675
3305,67.32077624
3045,70.96852756
240,66.55722857
2996,73.9036702
2985,65.77565831
874,67.14815944
1873,68.89701917
1370,65.85420481
2506,66.47328059
1537,68.37997614
2663,65.59430176
1465,70.73206043
152,70.84406242
1910,66.80278237
2127,71.10345526
1032,71.76976166
2119,66.69311562
256,71.05751089
1957,68.04679597
3318,69.92082236
705,67.12150305
2421,64.57289686
3101,70.96726656
1659,69.01116064
3285,78.52821043
2756,68.77246399
1916,73.60836469
1956,69.34236641
178,64.80862144
3008,67.86431223
1503,63.66468751
463,68.24687214
3071,68.64741231
2011,67.75177607
1411,69.89540376
1644,64.52084746
415,69.53486155
1091,72.10911232
457,73.56227037
402,71.90600544
14,69.24373223
511,73.53666772
173,71.98120654
1114,71.03482922
331,71.19793782
2441,70.71093836
3094,74.44660762
1803,70.86876641
3391,69.3292134
2087,74.14785747
1336,68.4445619
2727,71.41794564
3384,69.52967117
2009,71.11617663
2965,69.50818174
1514,71.79202206
3295,69.58595624
324,70.92184441
2789,75.88543313
929,62.70930371
742,67.96596781
63,66.99688275
266,68.34684231
1283,68.9027232
2779,66.46344464
157,61.93732327
1397,71.6016965
61,69.55200509
1157,67.97215983
3111,64.3285802
254,69.16438112
2382,71.10458935
2755,61.74065772
657,68.7634637
818,68.93635758
124,72.25840892
2351,65.87323411
2561,71.27332641
263,74.22117488
2132,66.36754046
1653,69.57909023
805,69.77791032
937,68.32145287
746,70.95804927
1557,69.18482947
1660,68.06849494
1948,70.7152956
1688,73.54118433
88,68.24446179
1075,69.06408861
1351,66.92880701
1805,70.40874857
1164,67.17611536
3273,70.48268138
2045,66.85671744
2140,72.44634816
2686,65.20734666
1108,65.18093656
3016,67.45989887
3316,68.82445154
438,68.52940825
120,63.6322646
1490,68.95528009
506,71.77899537
679,69.73112843
1322,67.90334035
2340,70.45629855
1786,69.55326838
871,71.42757519
1084,70.12179615
283,66.41488206
1206,64.58725609
274,67.5650399
676,66.50381494
573,71.7967672
2194,69.66772402
109,67.60910494
3405,69.41120544
2159,71.35273099
149,72.54330705
214,65.90330126
554,74.64950788
2111,71.96054792
3438,67.39177377
2566,70.04141692
423,70.61574398
1871,71.29393137
368,71.00356014
1832,68.01907816
3224,63.0124453
2423,67.29077553
2271,69.50932394
3259,73.68246616
527,69.05888454
2322,69.48924667
2213,71.16322165
3186,70.9014608
3297,67.4415353
45,70.10478626
612,66.51516196
1459,69.5659947
2823,65.76851763
442,73.53028481
1159,71.64757981
218,71.77484122
1694,63.57141145
1569,66.14169711
1729,72.26420577
1992,72.08989925
2042,68.77498649
3340,70.35503312
332,66.55658687
251,68.23113195
354,67.40902587
3435,68.30662533
1392,68.99844693
761,69.89381359
1506,75.69861825
2889,71.96959796
2696,65.19286221
3203,68.28642572
839,70.04695307
781,70.4775913
2248,74.88030802
1196,66.88781934
794,66.25215051
1775,67.45120933
1192,71.08480384
2422,69.98189155
764,68.62688583
408,71.05566416
2859,63.67128785
2531,66.56010463
2941,71.91830192
1964,70.78669502
3165,67.2953506
1780,69.85602232
1587,68.24844296
1213,72.42580597
0,73.84701702
2196,67.24071567
680,68.60820846
3367,69.99335377
1600,66.96893592
2426,67.28573328
756,62.6199652
1615,68.76890241
247,67.56814301
864,70.91655179
1423,67.19215164
2099,73.4628048
2505,64.89042521
810,67.32706481
175,66.65616417
278,69.65043741
2835,70.82191668
670,69.47458176
2570,72.68851411
594,71.21391257
2230,67.67198445
416,66.63469083
1278,70.58261033
217,67.15596277
1539,72.70460442
2840,66.63140176
1071,69.29554648
2969,70.42847374
1151,73.75955023
1723,68.49613344
2228,64.82117138
449,69.2253203
3349,70.02011248
838,70.53356477
3307,71.31942806
433,65.33492768
1825,64.60809855
371,67.64994086
3452,71.6753934
2104,70.17695539
2668,72.97945059
599,72.34218364
990,69.56977967
1498,66.66110311
2005,70.69342426
2639,68.13127094
1681,65.85496276
246,65.18722085
505,70.19122448
1419,70.55404673
952,66.00196773
2002,70.21494716
3023,73.60910652
2332,75.694314
785,69.2972917
567,67.80567987
2121,69.67652822
1897,70.93325026
2078,69.01021935
1025,68.19608778
2513,64.87257058
1011,71.73869477
869,67.69710365
1412,64.87941808
485,69.97430087
3225,69.7739209
1641,67.24069882
258,71.1824554
1798,72.17355644
1097,67.9863736
2818,68.56837467
1407,71.25013608
2534,69.41611942
2457,68.76377136
1987,65.4782668
1620,68.11567166
3177,71.54108225
2817,67.52463932
2406,67.16719433
1766,70.02471448
2250,70.48962054
3482,71.33006448
296,67.54906949
2623,76.84267883
507,68.13028842
7,68.34851551
1918,69.32485803
2692,71.60855972
1582,69.94155395
1657,71.57472336
2608,74.01689711
3124,70.89388978
3374,65.07775246
926,65.04544401
3326,72.07552287
3072,66.37841132
96,71.70123402
2994,72.09346812
776,73.03009203
1414,67.40575512
1477,68.56098755
25,68.1440328
1251,64.57731204
3478,69.38466094
2381,69.32985159
2828,65.87234985
905,66.53981222
2090,69.32960288
1749,70.96758546
67,72.76536995
1947,64.98549836
3381,67.74470694
2527,60.26910783
1027,65.93964742
3421,68.28100021
31,74.03380762
1462,72.54132659
2540,74.7069641
610,73.30186575
2554,62.78899152
3244,71.20165968
343,71.52684881
2706,72.6291227
3194,71.49017916
1044,69.6791497
2872,70.54400785
2272,73.5846783
3261,65.45585482
812,66.68224277
3051,70.56336105
3483,66.71395004
2266,71.1706116
1811,68.26284966
576,66.04544386
642,65.83839113
2010,70.43386716
1366,68.30102218
2490,71.89871242
528,67.22698623
176,67.5994242
678,63.54636972
422,68.00581399
1034,72.16154497
2928,71.12708285
1738,67.65252997
976,67.49285386
744,69.56867239
1999,65.0785235
288,70.79502261
2238,69.61299015
2924,70.13526573
1188,66.58199851
1073,65.79795305
177,68.24594409
2742,68.45942981
1626,68.75899269
2347,72.96588002
3278,69.62291705
370,71.69714179
1422,72.36993359
598,73.89993869
2664,70.33021348
2858,63.39315884
1945,75.00994433
2933,71.77420598
3352,69.17056139
2851,66.99116742
1872,69.46082632
141,66.14885254
1814,68.77133617
665,65.973065
3083,65.80991193
3266,73.35838291
654,69.52494396
471,68.76616172
2634,65.75939892
1499,68.87542383
2083,67.83993094
755,70.29135418
2602,66.18187867
3055,64.43456675
1104,71.76174731
195,72.29474338
532,69.64190618
1563,71.69086893
2676,66.0943193
2396,66.07186459
1747,70.94683597
227,67.82109327
555,70.46707885
2447,68.42316708
2653,67.89477655
1444,67.73061112
2876,72.35477176
1839,65.09903528
631,67.74158927
1670,68.50781491
2717,73.69685922
162,72.4896554
2110,73.00609716
1978,68.06434894
948,69.37184333
1235,71.9674817
1488,65.35188896
547,71.94778826
2766,74.40065811
2890,69.26367868
3402,68.14562101
568,69.52599428
1818,70.38183211
1220,65.80606287
1612,67.65084421
2628,70.4157304
611,66.39319245
1850,72.38756904
3211,67.55914912
1614,65.71059987
927,68.87439619
759,71.60673989
2346,65.60876846
581,63.56127763
2763,68.45706108
1833,66.17479389
2279,70.40231926
73,67.59526881
48,69.17985762
1831,68.08994144
2149,67.60266255
857,69.89808607
3123,72.4456338
1952,70.18999922
1018,66.99786196
3360,67.32880104
3086,65.23410167
1138,69.10691697
2276,68.58655387
1556,70.71675037
2424,67.57873926
1456,62.29469492
572,71.29191758
798,65.72603205
2803,66.17587032
1117,73.96772269
847,70.15196588
2979,67.14452992
2234,65.07790189
1344,67.75032988
2459,70.86581545
1340,68.27458073
2077,69.01064169
1023,73.72161324
2438,67.26886221
1598,69.72520733
3231,71.78105742
259,66.12867317
2185,63.41516589
1745,67.45627183
3160,69.63931191
2528,68.69712366
3477,66.69960604
3206,67.5109499
2720,65.82395075
2821,69.43986047
3255,68.19879582
3179,73.61021505
1983,70.46566325
2350,64.93998961
2273,73.4053574
942,71.12075332
2487,73.05977858
1255,65.20653293
2759,70.30977776
1662,71.22182822
3139,63.72025952
1937,67.06412395
1455,67.59189464
2586,69.13003825
2522,65.20452194
2666,71.15471676
2880,70.43473903
108,69.18220268
1029,66.19800895
1966,67.65910955
862,70.32255001
318,73.71652763
59,70.01336535
2574,73.18107491
1350,73.57328408
1742,69.0340651
1233,69.21201113
3413,69.16398887
2091,64.25974739
765,69.60028264
1436,67.55419805
1231,71.35078258
829,69.83865708
1163,70.71103014
3010,64.95081171
727,63.40042323
867,68.69999563
3012,67.94278509
220,68.12276836
2495,67.50296648
582,69.77015095
1507,71.14078856
2958,71.77374399
2063,67.96813278
56,68.35305665
187,71.85112915
2805,71.89221787
2014,78.99874235
2367,62.30743853
3461,70.06577387
468,71.28444139
1094,71.10562694
1553,68.51599909
2186,67.42751473
226,64.85579918
535,70.97268413
1578,69.04386662
3230,68.41195285
2471,72.96316116
2624,63.72472687
2458,70.89251934
1991,63.70326374
3048,70.19241426
1022,70.07932331
2800,73.39098706
69,68.89670607
734,68.61948497
1613,69.75483418
3178,71.89066467
3371,70.03076215
376,67.2472352
436,73.18104362
2356,67.25919794
2543,69.07131434
1583,71.91211901
208,70.96655044
1187,65.25247915
565,61.75400983
313,67.88055919
601,67.11556435
233,71.47610128
940,64.92590896
2834,69.02297414
3321,74.06687892
12,64.76632913
111,68.19068401
2758,66.5597304
2587,68.05002578
2289,67.80360374
925,64.90978524
1706,66.70498045
1330,69.5666933
472,68.99254357
1017,67.19943211
831,72.81103161
1995,66.65949285
1105,74.66919682
3500,72.73897
1037,69.0848968
1743,68.63976982
2739,68.4840293
1057,73.56929781
1565,68.09887366
655,65.22469166
1611,73.57529577
361,67.4868239
135,71.00189769
2826,70.87782625
2538,67.77763687
2847,75.28284701
2641,65.52163299
366,72.9870702
2172,68.16610633
2236,66.65652059
29,68.49641536
2913,68.07178728
22,66.14913196
2935,70.4036733
1221,71.68034778
1461,72.12882568
1226,65.83165439
695,70.67969103
1270,68.25635599
700,69.76009479
420,69.68979533
682,69.509488
1907,72.16236709
460,69.67906022
43,66.09017738
87,68.95153509
1385,70.50592738
3426,70.39687903
1760,67.90442161
561,71.4692208
282,66.01442823
3117,70.8995167
3410,68.99068034
1429,69.38201738
3322,66.67790154
3359,65.36216531
465,71.05863335
1552,70.83715856
3451,68.57813131
859,66.74447747
533,72.79702836
3429,68.31247832
2857,68.13842635
3185,68.74364712
2629,70.09857714
2748,71.61782407
2787,68.57268425
1421,68.36806631
2476,69.58728008
2369,63.71495133
3449,72.26832264
1161,68.24300184
999,67.6666641
2258,68.53658272
903,67.87895388
637,73.09647798
3453,68.77721499
1064,71.51370053
978,67.65294548
1606,62.58697166
2567,70.24665423
3365,68.76864464
1222,66.35174153
2418,64.49772595
1474,68.88689528
221,66.78692724
543,72.13199022
1667,69.56662234
2241,64.72162222
887,66.82084589
2510,69.32618896
685,72.45463342
3293,67.67385858
965,69.07281082
2171,65.32533032
2377,71.12082662
2390,69.5580519
789,73.1411551
3088,64.0683621
1737,72.05520702
1546,67.94057835
3433,69.74148135
1398,70.25225274
1403,63.39905918
1074,70.12376143
2298,71.35320878
1732,67.59016823
272,71.23391139
3254,69.90708058
521,70.15827765
522,68.92333665
2064,66.87778335
1491,69.72685973
2335,66.39285493
2605,67.97905689
3306,71.52403774
350,66.16636328
1258,67.25589414
1513,73.85366268
1450,68.00260444
2942,72.06318034
1200,64.68669106
2776,71.22342339
1174,67.27719753
651,70.66199203
2910,68.14398254
1123,63.81097455
1132,69.09056319
3022,68.9146226
3245,65.03578583
2129,70.13694723
2545,65.51954144
2004,69.43764789
2564,70.17147875
168,65.53069597
2917,63.78640194
1904,71.4777451
3249,71.44719367
3020,60.21701856
803,70.40400168
2503,71.76882246
962,68.60571056
945,69.54951057
462,72.96166547
2900,64.14969589
2043,71.23403578
1288,68.40086738
2943,72.70722408
1106,67.32371432
1268,66.83885298
1972,67.78453796
2611,65.38609473
219,64.66523194
367,69.56323228
3030,66.55028818
3063,69.88345085
549,69.31290864
2661,62.18292852
2712,72.05532404
2112,69.2844188
351,67.272143
2037,72.28439692
772,69.14590899
2269,69.15511404
3298,69.81609947
490,68.79298442
3137,69.92371421
2762,68.14164184
498,71.08008356
2144,71.472998
210,68.58927044
1788,67.94562981
435,70.46668931
365,66.47639701
1052,71.33392078
276,62.600248
3131,66.46737814
3227,64.93574441
407,71.34380763
3147,71.42288707
1089,69.38563588
844,71.52704769
2633,68.37453089
1113,70.02080933
3039,68.74698552
2850,70.56945509
3036,69.91509254
1862,70.59838073
1135,68.85015225
1926,68.96188761
1261,66.38977872
2530,67.27329355
944,70.81126171
199,71.15605349
1334,68.39010874
2501,69.57359157
801,63.00978308
2113,67.36206427
1377,67.72695642
